"Tipo";"Ação Orçamentária";"Linguagem Cidadã";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"SÃO GABRIEL DA CACHOEIRA";"R$ 202.021,05";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"MANAQUIRI";"R$ 204.468,00";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"CARAUARI";"R$ 204.713,48";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"SANTO ANTÔNIO DO IÇÁ";"R$ 207.090,00";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"BENJAMIN CONSTANT";"R$ 207.437,38";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"ITAMARATI";"R$ 208.382,71";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"UARINI";"R$ 209.248,70";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"BARREIRINHA";"R$ 210.911,32";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"MANICORÉ";"R$ 211.652,47";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"RIO PRETO DA EVA";"R$ 212.040,00";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"MANAUS";"R$ 212.210,68";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"TONANTINS";"R$ 212.312,80";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"BOA VISTA DO RAMOS";"R$ 213.308,28";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"TAPAUÁ";"R$ 213.881,50";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"CAAPIRANGA";"R$ 214.764,62";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"PARINTINS";"R$ 215.986,87";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"MANACAPURU";"R$ 223.992,04";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"SANTA ISABEL DO RIO NEGRO";"R$ 224.281,02";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"MAUÉS";"R$ 226.191,56";
"Legais, Voluntárias e Específicas";"7652 - IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES PARA PREVENCAO E CONTROLE DE DOENCAS E AGRAVOS EM LOCALIDADES URBANAS DE MUNICIPIOS COM POPULACAO ATE 50.000 HABITANTES";"Sem informação";"Administração Pública Municipal";"AM";"MARAÃ";"R$ 227.715,30";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"BENJAMIN CONSTANT";"R$ 227.761,71";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"CAAPIRANGA";"R$ 228.683,09";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"CAAPIRANGA";"R$ 230.376,59";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"JUTAÍ";"R$ 230.497,28";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"SILVES";"R$ 232.699,98";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"SÃO GABRIEL DA CACHOEIRA";"R$ 232.940,71";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"ITACOATIARA";"R$ 233.101,08";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"NOVA OLINDA DO NORTE";"R$ 236.644,00";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"BORBA";"R$ 236.790,56";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"CAREIRO";"R$ 238.578,15";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"AUTAZES";"R$ 239.194,82";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"NOVA OLINDA DO NORTE";"R$ 240.000,00";
"Legais, Voluntárias e Específicas";"7K66 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"Sem informação";"Administração Pública Municipal";"AM";"URUCARÁ";"R$ 244.543,68";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"TONANTINS";"R$ 244.619,44";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"NOVO AIRÃO";"R$ 245.217,05";
"Legais, Voluntárias e Específicas";"MU - Múltiplo";"Múltiplo";"Administração Pública Municipal";"AM";"NOVO ARIPUANÃ";"R$ 247.517,59";
"Legais, Voluntárias e Específicas";"7656 - IMPLANTACAO, AMPLIACAO OU MELHORIA DE ACOES E SERVICOS SUSTENTAVEIS DE SANEAMENTO BASICO EM PEQUENAS COMUNIDADES RURAIS (LOCALIDADES DE PEQUENO PORTE) OU EM COMUNIDADES TRADICIONAIS (REMANESCENTES DE QUILOMBOS)";"Saneamento Ruaral";"Administração Pública Municipal";"AM";"UARINI";"R$ 247.786,48";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"ATALAIA DO NORTE";"R$ 250.000,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"IRANDUBA";"R$ 250.345,00";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"TABATINGA";"R$ 253.154,36";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"FONTE BOA";"R$ 253.619,20";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"BARCELOS";"R$ 253.645,21";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"MARAÃ";"R$ 253.902,40";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"BOA VISTA DO RAMOS";"R$ 255.550,00";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"SÃO PAULO DE OLIVENÇA";"R$ 255.654,56";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"BARCELOS";"R$ 255.791,07";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"APUÍ";"R$ 257.476,61";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"SÃO SEBASTIÃO DO UATUMÃ";"R$ 258.372,61";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"SÃO GABRIEL DA CACHOEIRA";"R$ 260.340,00";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"MARAÃ";"R$ 261.035,40";
"Legais, Voluntárias e Específicas";"20AE - PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE";"FARMÁCIA BÁSICA";"Fundo Público";"AM";"PARINTINS";"R$ 262.857,20";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"BORBA";"R$ 262.891,88";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"ATALAIA DO NORTE";"R$ 263.972,29";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"CAREIRO";"R$ 264.570,00";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"BORBA";"R$ 266.923,46";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"MAUÉS";"R$ 268.403,20";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"MANICORÉ";"R$ 268.740,00";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"MANAQUIRI";"R$ 269.108,00";
"Legais, Voluntárias e Específicas";"2F01 - REFORCO DE RECURSOS PARA EMERGENCIA INTERNACIONAL EM SAUDE PUBLICA - CORONAVIRUS";"Sem informação";"Fundo Público";"AM";"JAPURÁ";"R$ 270.000,00";
"Legais, Voluntárias e Específicas";"1D73 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA";"Sem informação";"Administração Pública Municipal";"AM";"AUTAZES";"R$ 273.197,75";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"EIRUNEPÉ";"R$ 274.933,60";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"URUCARÁ";"R$ 279.109,66";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"IPIXUNA";"R$ 279.977,82";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"BORBA";"R$ 281.237,60";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"PARINTINS";"R$ 282.909,60";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"SANTO ANTÔNIO DO IÇÁ";"R$ 283.747,96";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"TONANTINS";"R$ 288.000,00";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"SILVES";"R$ 288.000,00";
"Legais, Voluntárias e Específicas";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"Sem informação";"Fundo Público";"AM";"BARCELOS";"R$ 291.000,00";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"COARI";"R$ 293.603,40";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"TAPAUÁ";"R$ 293.944,79";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"TEFÉ";"R$ 294.921,27";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"CAREIRO";"R$ 294.942,40";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"GUAJARÁ";"R$ 297.101,20";
"Legais, Voluntárias e Específicas";"10T2 - APOIO A PROJETOS E OBRAS DE REABILITACAO, DE ACESSIBILIDADE E MODERNIZACAO TECNOLOGICA EM AREAS URBANAS";"Sem informação";"Administração Pública Municipal";"AM";"PARINTINS";"R$ 298.666,65";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"MANICORÉ";"R$ 299.707,40";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"MANACAPURU";"R$ 300.000,00";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"IPIXUNA";"R$ 300.000,00";
"Legais, Voluntárias e Específicas";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"Sem informação";"Fundo Público";"AM";"Não se aplica";"R$ 300.000,00";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"UARINI";"R$ 300.000,00";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"CAAPIRANGA";"R$ 301.957,15";
"Legais, Voluntárias e Específicas";"1D73 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA";"Sem informação";"Administração Pública Municipal";"AM";"SILVES";"R$ 304.486,50";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"AUTAZES";"R$ 306.459,91";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"BOA VISTA DO RAMOS";"R$ 307.720,00";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"SANTO ANTÔNIO DO IÇÁ";"R$ 307.720,00";
"Legais, Voluntárias e Específicas";"00R3 - RACIONALIZACAO E MODERNIZACAO DO SISTEMA PENAL";"Sem informação";"Fundo Público";"AM";"Não se aplica";"R$ 308.425,53";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"HUMAITÁ";"R$ 313.631,20";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"PRESIDENTE FIGUEIREDO";"R$ 315.432,80";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"ITAMARATI";"R$ 317.201,45";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"NHAMUNDÁ";"R$ 318.890,63";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"ANAMÃ";"R$ 319.137,04";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"MAUÉS";"R$ 320.370,00";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"CAREIRO";"R$ 323.873,83";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"JUTAÍ";"R$ 324.687,20";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"EIRUNEPÉ";"R$ 326.559,34";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"NOVA OLINDA DO NORTE";"R$ 327.776,06";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"SÃO GABRIEL DA CACHOEIRA";"R$ 330.000,00";
"Legais, Voluntárias e Específicas";"22BO - ACOES DE PROTECAO E DEFESA CIVIL";"Sem informação";"Administração Pública Municipal";"AM";"AMATURÁ";"R$ 330.500,00";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"JAPURÁ";"R$ 331.221,48";
"Legais, Voluntárias e Específicas";"0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA";"Promed";"Administração Pública Municipal";"AM";"UARINI";"R$ 333.998,90";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"BOA VISTA DO RAMOS";"R$ 334.302,69";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"JURUÁ";"R$ 338.006,85";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"PRESIDENTE FIGUEIREDO";"R$ 340.113,36";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"TEFÉ";"R$ 340.295,00";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"CANUTAMA";"R$ 341.551,29";
"Legais, Voluntárias e Específicas";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"Sem informação";"Fundo Público";"AM";"SÃO PAULO DE OLIVENÇA";"R$ 348.990,00";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"AUTAZES";"R$ 350.000,00";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"LÁBREA";"R$ 353.716,96";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"MANACAPURU";"R$ 358.488,38";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"BOCA DO ACRE";"R$ 359.349,78";
"Legais, Voluntárias e Específicas";"7K66 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"Sem informação";"Administração Pública Municipal";"AM";"PARINTINS";"R$ 365.797,64";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"PRESIDENTE FIGUEIREDO";"R$ 366.542,47";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"JUTAÍ";"R$ 367.940,84";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"SANTO ANTÔNIO DO IÇÁ";"R$ 369.013,60";
"Legais, Voluntárias e Específicas";"5450 - IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER";"Infraestrutura para Esporte Recreativo e de Lazer";"Administração Pública Municipal";"AM";"COARI";"R$ 369.359,84";
